State,District,Party,Office Room,Phone,fist_name,last_name,full_name,committee_1,committee_2,committee_3,committee_4
Wisconsin,1st,R,1526 LHOB,(202) 225-3031,Steil,Bryan,Steil Bryan,Financial Services,House Administration,Joint Committee of Congress on the Library,
Wisconsin,2nd,D,1026 LHOB,(202) 225-2906,Pocan,Mark,Pocan Mark,Appropriations,,,
Wisconsin,3rd,R,1513 LHOB,(202) 225-5506,Van Orden,Derrick,Van Orden Derrick,Agriculture,Transportation and Infrastructure,Veterans' Affairs,
Wisconsin,4th,D,2252 RHOB,(202) 225-4572,Moore,Gwen,Moore Gwen,Ways and Means,,,
Wisconsin,5th,R,1507 LHOB,(202) 225-5101,Fitzgerald,Scott,Fitzgerald Scott,Financial Services,Judiciary,,
Wisconsin,6th,R,1511 LHOB,(202) 225-2476,Grothman,Glenn,Grothman Glenn,Budget,Education and the Workforce,Oversight and Accountability,
Wisconsin,7th,R,451 CHOB,(202) 225-3365,Tiffany,Thomas,Tiffany Thomas,Natural Resources,Judiciary,,
Wisconsin,8th,R,1211 LHOB,(202) 225-5665,Gallagher,Mike,Gallagher Mike,Armed Services,Intelligence,Select Comm on the Strategic Competition US and China,
Wyoming,At Large,R,1531 LHOB,(202) 225-2311,Hageman,Harriet,Hageman Harriet,Select Subcommittee on the Weaponization of the Fed Govt,Natural Resources,Judiciary,
A,North Carolina 12th,D,2436 RHOB,(202) 225-1510,Adams,Alma,Adams Alma,Agriculture,Education and the Workforce,,
A,Alabama 4th,R,266 CHOB,(202) 225-4876,Aderholt,Robert,Aderholt Robert,Appropriations,,,
A,California 33rd,D,108 CHOB,(202) 225-3201,Aguilar,Pete,Aguilar Pete,Appropriations,,,
A,Missouri 4th,R,1516 LHOB,(202) 225-2876,Alford,Mark,Alford Mark,Agriculture,Armed Services,Small Business,
A,Georgia 12th,R,462 CHOB,(202) 225-2823,Allen,Rick,Allen Rick,Education and the Workforce,Energy and Commerce,,
A,Texas 32nd,D,348 CHOB,(202) 225-2231,Allred,Colin,Allred Colin,Foreign Affairs,Select Subcommittee on the Weaponization of the Fed Govt,Transportation and Infrastructure,
A,Rhode Island 1st,D,2233 RHOB,(202) 225-4911,Amo,Gabe,Amo Gabe,Foreign Affairs,"Science, Space, and Technology",,
A,Nevada 2nd,R,104 CHOB,(202) 225-6155,Amodei,Mark,Amodei Mark,Appropriations,Joint Committee of Congress on the Library,,
A,North Dakota At Large,R,2235 RHOB,(202) 225-2611,Armstrong,Kelly,Armstrong Kelly,Select Subcommittee on the Weaponization of the Fed Govt,Energy and Commerce,Judiciary,
A,Texas 19th,R,1107 LHOB,(202) 225-4005,Arrington,Jodey,Arrington Jodey,Budget,Ways and Means,,
A,Massachusetts 4th,D,1524 LHOB,(202) 225-5931,Auchincloss,Jake,Auchincloss Jake,Transportation and Infrastructure,Select Comm on the Strategic Competition US and China,,
B,Texas 36th,R,2236 RHOB,(202) 225-1555,Babin,Brian,Babin Brian,Transportation and Infrastructure,"Science, Space, and Technology",,
B,Nebraska 2nd,R,2104 RHOB,(202) 225-4155,Bacon,Don,Bacon Don,Agriculture,Armed Services,,
B,Indiana 4th,R,2303 RHOB,(202) 225-5037,Baird,James,Baird James,Agriculture,Foreign Affairs,"Science, Space, and Technology",
B,Ohio 12th,R,2429 RHOB,(202) 225-5355,Balderson,Troy,Balderson Troy,Energy and Commerce,,,
B,Vermont At Large,D,1408 LHOB,(202) 225-4115,Balint,Becca,Balint Becca,Budget,Judiciary,,
B,Indiana 3rd,R,2418 RHOB,(202) 225-4436,Banks,Jim,Banks Jim,Armed Services,Education and the Workforce,Select Comm on the Strategic Competition US and China,
B,Kentucky 6th,R,2430 RHOB,(202) 225-4706,Barr,Andy,Barr Andy,Financial Services,Foreign Affairs,Select Comm on the Strategic Competition US and China,
B,California 44th,D,2312 RHOB,(202) 225-8220,Barragan,Nanette,Barragan Nanette,Energy and Commerce,,,
B,Florida 4th,R,1239 LHOB,(202) 225-0123,Bean,Aaron,Bean Aaron,Education and the Workforce,Transportation and Infrastructure,Small Business,
B,Ohio 3rd,D,2079 RHOB,(202) 225-4324,Beatty,Joyce,Beatty Joyce,Financial Services,,,
B,Oregon 2nd,R,409 CHOB,(202) 225-6730,Bentz,Cliff,Bentz Cliff,Natural Resources,Judiciary,,
B,California 6th,D,172 CHOB,(202) 225-5716,Bera,Ami,Bera Ami,Foreign Affairs,Intelligence,Select Subcommittee on the Coronavirus Pandemic,
B,Michigan 1st,R,566 CHOB,(202) 225-4735,Bergman,Jack,Bergman Jack,Armed Services,Budget,Veterans' Affairs,
B,Virginia 8th,D,1119 LHOB,(202) 225-4376,Beyer,Donald,Beyer Donald,Ways and Means,,,
B,Oklahoma 5th,R,2437 RHOB,(202) 225-2132,Bice,Stephanie,Bice Stephanie,Appropriations,House Administration,"Science, Space, and Technology",
B,Arizona 5th,R,252 CHOB,(202) 225-2635,Biggs,Andy,Biggs Andy,Oversight and Accountability,Judiciary,,
B,Florida 12th,R,2306 RHOB,(202) 225-5755,Bilirakis,Gus,Bilirakis Gus,Energy and Commerce,,,
B,North Carolina 8th,R,2459 RHOB,(202) 225-1976,Bishop,Dan,Bishop Dan,Select Subcommittee on the Weaponization of the Fed Govt,Homeland Security,Judiciary,
B,Georgia 2nd,D,2407 RHOB,(202) 225-3631,Bishop,Sanford,Bishop Sanford,Agriculture,Appropriations,,
B,Oregon 3rd,D,1111 LHOB,(202) 225-4811,Blumenauer,Earl,Blumenauer Earl,Budget,Ways and Means,,
B,Delaware At Large,D,1724 LHOB,(202) 225-4165,Blunt Rochester,Lisa,Blunt Rochester Lisa,Energy and Commerce,,,
B,Colorado 3rd,R,1713 LHOB,(202) 225-4761,Boebert,Lauren,Boebert Lauren,Oversight and Accountability,Natural Resources,,
B,Oregon 1st,D,2231 RHOB,(202) 225-0855,Bonamici,Suzanne,Bonamici Suzanne,Education and the Workforce,"Science, Space, and Technology",,
B,Illinois 12th,R,352 CHOB,(202) 225-5661,Bost,Mike,Bost Mike,Agriculture,Transportation and Infrastructure,Veterans' Affairs,
B,New York 16th,D,345 CHOB,(202) 225-2464,Bowman,Jamaal,Bowman Jamaal,Education and the Workforce,"Science, Space, and Technology",,
B,Pennsylvania 2nd,D,1502 LHOB,(202) 225-6111,Boyle,Brendan,Boyle Brendan,Budget,,,
B,Oklahoma 2nd,R,1208 LHOB,(202) 225-2701,Brecheen,Josh,Brecheen Josh,Budget,Homeland Security,,
B,Ohio 11th,D,449 CHOB,(202) 225-7032,Brown,Shontel,Brown Shontel,Agriculture,Oversight and Accountability,Select Comm on the Strategic Competition US and China,
B,California 26th,D,2262 RHOB,(202) 225-5811,Brownley,Julia,Brownley Julia,Transportation and Infrastructure,Veterans' Affairs,,
B,Florida 16th,R,2110 RHOB,(202) 225-5015,Buchanan,Vern,Buchanan Vern,Joint Committee on Taxation,Ways and Means,,
B,Colorado 4th,,2455 RHOB,(202) 225-4676,Buck,Ken- Vacancy,Buck Ken- Vacancy,,,,
B,Indiana 8th,R,2313 RHOB,(202) 225-4636,Bucshon,Larry,Bucshon Larry,Energy and Commerce,,,
B,Illinois 13th,D,1009 LHOB,(202) 225-2371,Budzinski,Nikki,Budzinski Nikki,Agriculture,Veterans' Affairs,,
B,Tennessee 2nd,R,1122 LHOB,(202) 225-5435,Burchett,Tim,Burchett Tim,Foreign Affairs,Oversight and Accountability,Transportation and Infrastructure,
B,Texas 26th,R,2161 RHOB,(202) 225-7772,Burgess,Michael,Burgess Michael,Budget,Energy and Commerce,Rules,
B,Missouri 7th,R,1108 LHOB,(202) 225-6536,Burlison,Eric,Burlison Eric,Education and the Workforce,Oversight and Accountability,Transportation and Infrastructure,
B,Missouri 1st,D,2463 RHOB,(202) 225-2406,Bush,Cori,Bush Cori,Oversight and Accountability,Judiciary,,
C,California 41st,R,2205 RHOB,(202) 225-1986,Calvert,Ken,Calvert Ken,Appropriations,,,
C,Florida 3rd,R,2421 RHOB,(202) 225-5744,Cammack,Kat,Cammack Kat,Agriculture,Select Subcommittee on the Weaponization of the Fed Govt,Energy and Commerce,
C,Colorado 8th,D,1024 LHOB,(202) 225-5625,Caraveo,Yadira,Caraveo Yadira,Agriculture,"Science, Space, and Technology",,
C,California 24th,D,2331 RHOB,(202) 225-3601,Carbajal,Salud,Carbajal Salud,Agriculture,Armed Services,Transportation and Infrastructure,
C,California 29th,D,2181 RHOB,(202) 225-6131,Cardenas,Tony,Cardenas Tony,Energy and Commerce,,,
C,Ohio 15th,R,1433 LHOB,(202) 225-2015,Carey,Mike,Carey Mike,House Administration,Joint Committee of Congress on the Library,Ways and Means,
C,Alabama 1st,R,1330 LHOB,(202) 225-4931,Carl,Jerry,Carl Jerry,Appropriations,Natural Resources,,
C,Indiana 7th,D,2135 RHOB,(202) 225-4011,Carson,Andre,Carson Andre,Intelligence,Transportation and Infrastructure,Select Comm on the Strategic Competition US and China,
C,Georgia 1st,R,2432 RHOB,(202) 225-5831,Carter,Earl,Carter Earl,Budget,Energy and Commerce,,
C,Texas 31st,R,2208 RHOB,(202) 225-3864,Carter,John,Carter John,Appropriations,,,
C,Louisiana 2nd,D,442 CHOB,(202) 225-6636,Carter,Troy,Carter Troy,Homeland Security,Transportation and Infrastructure,,
C,Pennsylvania 8th,D,2102 RHOB,(202) 225-5546,Cartwright,Matt,Cartwright Matt,Appropriations,,,
C,Texas 35th,D,1339 LHOB,(202) 225-5645,Casar,Greg,Casar Greg,Agriculture,Oversight and Accountability,,
C,Hawaii 1st,D,2210 RHOB,(202) 225-2726,Case,Ed,Case Ed,Appropriations,Natural Resources,,
C,Illinois 6th,D,2440 RHOB,(202) 225-4561,Casten,Sean,Casten Sean,Financial Services,"Science, Space, and Technology",,
C,Florida 14th,D,2052 RHOB,(202) 225-3376,Castor,Kathy,Castor Kathy,Energy and Commerce,Select Comm on the Strategic Competition US and China,,
C,Texas 20th,D,2241 RHOB,(202) 225-3236,Castro,Joaquin,Castro Joaquin,Foreign Affairs,Intelligence,,
C,Oregon 5th,R,1722 LHOB,(202) 225-5711,Chavez-DeRemer,Lori,Chavez-DeRemer Lori,Agriculture,Education and the Workforce,Transportation and Infrastructure,
C,Florida 20th,D,242 CHOB,(202) 225-1313,Cherfilus-McCormick,Sheila,Cherfilus-McCormick Sheila,Foreign Affairs,Veterans' Affairs,,
C,California 28th,D,2423 RHOB,(202) 225-5464,Chu,Judy,Chu Judy,Small Business,Ways and Means,,
C,Arizona 6th,R,1429 LHOB,(202) 225-2542,Ciscomani,Juan,Ciscomani Juan,Appropriations,Veterans' Affairs,,
C,Massachusetts 5th,D,2368 RHOB,(202) 225-2836,Clark,Katherine,Clark Katherine,,,,
C,New York 9th,D,2058 RHOB,(202) 225-6231,Clarke,Yvette,Clarke Yvette,Homeland Security,Energy and Commerce,,
C,Missouri 5th,D,2217 RHOB,(202) 225-4535,Cleaver,Emanuel,Cleaver Emanuel,Financial Services,,,
C,Virginia 6th,R,2443 RHOB,(202) 225-5431,Cline,Ben,Cline Ben,Appropriations,Budget,Judiciary,
C,Texas 27th,R,171 CHOB,(202) 225-7742,Cloud,Michael,Cloud Michael,Appropriations,Oversight and Accountability,Select Subcommittee on the Coronavirus Pandemic,
C,South Carolina 6th,D,274 CHOB,(202) 225-3315,Clyburn,James,Clyburn James,,,,
C,Georgia 9th,R,445 CHOB,(202) 225-9893,Clyde,Andrew,Clyde Andrew,Appropriations,,,
C,Tennessee 9th,D,2268 RHOB,(202) 225-3265,Cohen,Steve,Cohen Steve,Judiciary,Transportation and Infrastructure,,
C,Oklahoma 4th,R,2207 RHOB,(202) 225-6165,Cole,Tom,Cole Tom,Appropriations,Rules,,
C,Georgia 10th,R,1223 LHOB,(202) 225-4101,Collins,Mike,Collins Mike,Natural Resources,Transportation and Infrastructure,"Science, Space, and Technology",
C,Kentucky 1st,R,2410 RHOB,(202) 225-3115,Comer,James,Comer James,Education and the Workforce,Oversight and Accountability,,
C,Virginia 11th,D,2265 RHOB,(202) 225-1492,Connolly,Gerald,Connolly Gerald,Foreign Affairs,Select Subcommittee on the Weaponization of the Fed Govt,Oversight and Accountability,
C,California 46th,D,2301 RHOB,(202) 225-2965,Correa,J.,Correa J.,Homeland Security,Judiciary,,
C,California 21st,D,2081 RHOB,(202) 225-3341,Costa,Jim,Costa Jim,Agriculture,Foreign Affairs,,
C,Connecticut 2nd,D,2449 RHOB,(202) 225-2076,Courtney,Joe,Courtney Joe,Armed Services,Education and the Workforce,,
C,Minnesota 2nd,D,2442 RHOB,(202) 225-2271,Craig,Angie,Craig Angie,Agriculture,Energy and Commerce,,
C,Arizona 2nd,R,1229 LHOB,(202) 225-3361,Crane,Elijah,Crane Elijah,Homeland Security,Small Business,Veterans' Affairs,
C,Arkansas 1st,R,2422 RHOB,(202) 225-4076,Crawford,Eric,Crawford Eric,Agriculture,Intelligence,Transportation and Infrastructure,"Science, Space, and Technology"
C,Texas 2nd,R,248 CHOB,(202) 225-6565,Crenshaw,Dan,Crenshaw Dan,Energy and Commerce,Intelligence,,
C,Texas 30th,D,1616 LHOB,(202) 225-8885,Crockett,Jasmine,Crockett Jasmine,Agriculture,Oversight and Accountability,,
C,Colorado 6th,D,1323 LHOB,(202) 225-7882,Crow,Jason,Crow Jason,Foreign Affairs,Intelligence,,
C,Texas 28th,D,2372 RHOB,(202) 225-1640,Cuellar,Henry,Cuellar Henry,Appropriations,,,
C,Utah 3rd,R,2323 RHOB,(202) 225-7751,Curtis,John,Curtis John,Energy and Commerce,Natural Resources,,
D,New York 4th,R,1508 LHOB,(202) 225-5516,D'Esposito,Anthony,D'Esposito Anthony,House Administration,Homeland Security,Transportation and Infrastructure,
D,Kansas 3rd,D,2435 RHOB,(202) 225-2865,Davids,Sharice,Davids Sharice,Agriculture,Transportation and Infrastructure,Small Business,
D,Ohio 8th,R,2113 RHOB,(202) 225-6205,Davidson,Warren,Davidson Warren,Financial Services,Foreign Affairs,Select Subcommittee on the Weaponization of the Fed Govt,
D,Illinois 7th,D,2159 RHOB,(202) 225-5006,Davis,Danny,Davis Danny,Ways and Means,,,
D,North Carolina 1st,D,1123 LHOB,(202) 225-3101,Davis,Donald,Davis Donald,Agriculture,Armed Services,,
D,Pennsylvania 4th,D,150 CHOB,(202) 225-4731,Dean,Madeleine,Dean Madeleine,Foreign Affairs,Judiciary,,
D,Colorado 1st,D,2111 RHOB,(202) 225-4431,DeGette,Diana,DeGette Diana,Energy and Commerce,,,
D,Texas 15th,R,1415 LHOB,(202) 225-9901,De La Cruz,Monica,De La Cruz Monica,Agriculture,Financial Services,,
D,Connecticut 3rd,D,2413 RHOB,(202) 225-3661,DeLauro,Rosa,DeLauro Rosa,Appropriations,,,
D,Washington 1st,D,2330 RHOB,(202) 225-6311,DelBene,Suzan,DelBene Suzan,Ways and Means,,,
D,Pennsylvania 17th,D,1222 LHOB,(202) 225-2301,Deluzio,Christopher,Deluzio Christopher,Armed Services,Veterans' Affairs,,
D,California 10th,D,503 CHOB,(202) 225-2095,DeSaulnier,Mark,DeSaulnier Mark,Education and the Workforce,Transportation and Infrastructure,Ethics,
D,Tennessee 4th,R,2304 RHOB,(202) 225-6831,DesJarlais,Scott,DesJarlais Scott,Agriculture,Armed Services,,
D,Florida 26th,R,374 CHOB,(202) 225-4211,Diaz-Balart,Mario,Diaz-Balart Mario,Appropriations,,,
D,Michigan 6th,D,102 CHOB,(202) 225-4071,Dingell,Debbie,Dingell Debbie,Energy and Commerce,Natural Resources,Select Subcommittee on the Coronavirus Pandemic,
D,Texas 37th,D,2307 RHOB,(202) 225-4865,Doggett,Lloyd,Doggett Lloyd,Budget,Joint Committee on Taxation,Ways and Means,
D,Florida 19th,R,1719 LHOB,(202) 225-2536,Donalds,Byron,Donalds Byron,Financial Services,Oversight and Accountability,,
D,California 13th,R,1535 LHOB,(202) 225-1947,Duarte,John,Duarte John,Agriculture,Natural Resources,Transportation and Infrastructure,
D,South Carolina 3rd,R,2229 RHOB,(202) 225-5301,Duncan,Jeff,Duncan Jeff,Energy and Commerce,,,
D,Florida 2nd,R,466 CHOB,(202) 225-5235,Dunn,Neal,Dunn Neal,Energy and Commerce,Select Comm on the Strategic Competition US and China,,
E,North Carolina 11th,R,1505 LHOB,(202) 225-6401,Edwards,Chuck,Edwards Chuck,Appropriations,Budget,,
E,Texas 6th,R,1721 LHOB,(202) 225-2002,Ellzey,Jake,Ellzey Jake,Appropriations,Small Business,,
E,Minnesota 6th,R,464 CHOB,(202) 225-2331,Emmer,Tom,Emmer Tom,Financial Services,,,
E,Texas 16th,D,2448 RHOB,(202) 225-4831,Escobar,Veronica,Escobar Veronica,Armed Services,Judiciary,Ethics,
E,California 16th,D,272 CHOB,(202) 225-8104,Eshoo,Anna,Eshoo Anna,Energy and Commerce,,,
E,New York 13th,D,2332 RHOB,(202) 225-4365,Espaillat,Adriano,Espaillat Adriano,Appropriations,Budget,,
E,Kansas 4th,R,2234 RHOB,(202) 225-6216,Estes,Ron,Estes Ron,Budget,Education and the Workforce,Ways and Means,
E,Pennsylvania 3rd,D,1105 LHOB,(202) 225-4001,Evans,Dwight,Evans Dwight,Ways and Means,,,
E,Mississippi 4th,R,443 CHOB,(202) 225-5772,Ezell,Mike,Ezell Mike,Homeland Security,Transportation and Infrastructure,,
F,Texas 4th,R,2416 RHOB,(202) 225-6673,Fallon,Pat,Fallon Pat,Armed Services,Oversight and Accountability,,
F,Iowa 4th,R,1440 LHOB,(202) 225-4426,Feenstra,Randy,Feenstra Randy,Agriculture,Ways and Means,,
F,Georgia 3rd,R,2239 RHOB,(202) 225-5901,Ferguson,A.,Ferguson A.,Budget,Ways and Means,,
F,Minnesota 1st,R,1605 LHOB,(202) 225-2472,Finstad,Brad,Finstad Brad,Agriculture,Armed Services,,
F,Minnesota 7th,R,1004 LHOB,(202) 225-2165,Fischbach,Michelle,Fischbach Michelle,Budget,Rules,Ethics,Ways and Means
F,Wisconsin 5th,R,1507 LHOB,(202) 225-5101,Fitzgerald,Scott,Fitzgerald Scott,Financial Services,Judiciary,,
F,Pennsylvania 1st,R,271 CHOB,(202) 225-4276,Fitzpatrick,Brian,Fitzpatrick Brian,Intelligence,Ways and Means,,
F,Tennessee 3rd,R,2187 RHOB,(202) 225-3271,Fleischmann,Charles,Fleischmann Charles,Appropriations,"Science, Space, and Technology",,
F,Texas 7th,D,346 CHOB,(202) 225-2571,Fletcher,Lizzie,Fletcher Lizzie,Energy and Commerce,,,
F,Nebraska 1st,R,343 CHOB,(202) 225-4806,Flood,Mike,Flood Mike,Financial Services,,,
F,Illinois 11th,D,2366 RHOB,(202) 225-3515,Foster,Bill,Foster Bill,Financial Services,,,
F,North Carolina 4th,D,1716 LHOB,(202) 225-1784,Foushee,Valerie,Foushee Valerie,Transportation and Infrastructure,"Science, Space, and Technology",,
F,North Carolina 5th,R,2462 RHOB,(202) 225-2071,Foxx,Virginia,Foxx Virginia,Education and the Workforce,Oversight and Accountability,,
F,Florida 22nd,D,2305 RHOB,(202) 225-9890,Frankel,Lois,Frankel Lois,Appropriations,,,
F,Florida 18th,R,249 CHOB,(202) 225-1252,Franklin,Scott,Franklin Scott,Appropriations,"Science, Space, and Technology",Veterans' Affairs,
F,Florida 10th,D,1224 LHOB,(202) 225-2176,Frost,Maxwell,Frost Maxwell,Oversight and Accountability,"Science, Space, and Technology",,
F,South Carolina 7th,R,1626 LHOB,(202) 225-9895,Fry,Russell,Fry Russell,Select Subcommittee on the Weaponization of the Fed Govt,Oversight and Accountability,Judiciary,
F,Idaho 1st,R,1514 LHOB,(202) 225-6611,Fulcher,Russ,Fulcher Russ,Energy and Commerce,Natural Resources,,
G,Florida 1st,R,2021 RHOB,(202) 225-4136,Gaetz,Matt,Gaetz Matt,Armed Services,Select Subcommittee on the Weaponization of the Fed Govt,Judiciary,
G,Wisconsin 8th,R,1211 LHOB,(202) 225-5665,Gallagher,Mike,Gallagher Mike,Armed Services,Intelligence,Select Comm on the Strategic Competition US and China,
G,Arizona 3rd,D,1114 LHOB,(202) 225-4065,Gallego,Ruben,Gallego Ruben,Armed Services,Natural Resources,,
G,California 8th,D,2004 RHOB,(202) 225-1880,Garamendi,John,Garamendi John,Armed Services,Select Subcommittee on the Weaponization of the Fed Govt,Transportation and Infrastructure,
G,New York 2nd,R,2344 RHOB,(202) 225-7896,Garbarino,Andrew,Garbarino Andrew,Financial Services,Homeland Security,Ethics,
G,Illinois 4th,D,1519 LHOB,(202) 225-8203,Garcia,Jesus,Garcia Jesus,Transportation and Infrastructure,,,
G,California 27th,R,144 CHOB,(202) 225-1956,Garcia,Mike,Garcia Mike,Appropriations,Intelligence,"Science, Space, and Technology",
G,California 42nd,D,1305 LHOB,(202) 225-7924,Garcia,Robert,Garcia Robert,Oversight and Accountability,Homeland Security,Select Subcommittee on the Coronavirus Pandemic,
G,Texas 29th,D,2419 RHOB,(202) 225-1688,Garcia,Sylvia,Garcia Sylvia,Financial Services,Select Subcommittee on the Weaponization of the Fed Govt,,
G,Florida 28th,R,448 CHOB,(202) 225-2778,Gimenez,Carlos,Gimenez Carlos,Armed Services,Homeland Security,Select Comm on the Strategic Competition US and China,
G,Maine 2nd,D,1710 LHOB,(202) 225-6306,Golden,Jared,Golden Jared,Armed Services,Small Business,,
G,New York 10th,D,245 CHOB,(202) 225-7944,Goldman,Daniel,Goldman Daniel,Select Subcommittee on the Weaponization of the Fed Govt,Oversight and Accountability,Homeland Security,
G,California 34th,D,506 CHOB,(202) 225-6235,Gomez,Jimmy,Gomez Jimmy,Intelligence,Ways and Means,,
G,Texas 23rd,R,2244 RHOB,(202) 225-4511,Gonzales,Tony,Gonzales Tony,Appropriations,Homeland Security,,
G,Texas 34th,D,154 CHOB,(202) 225-2531,Gonzalez,Vicente,Gonzalez Vicente,Financial Services,,,
G,Puerto Rico Resident Commissioner,R,2338 RHOB,(202) 225-2615,Gonzalez-Colon,Jenniffer,Gonzalez-Colon Jenniffer,Natural Resources,Transportation and Infrastructure,,
G,Virginia 5th,R,461 CHOB,(202) 225-4711,Good,Bob,Good Bob,Budget,Education and the Workforce,,
G,Texas 5th,R,2431 RHOB,(202) 225-3484,Gooden,Lance,Gooden Lance,Armed Services,Judiciary,,
G,Arizona 9th,R,2057 RHOB,(202) 225-2315,Gosar,Paul,Gosar Paul,Oversight and Accountability,Natural Resources,,
G,New Jersey 5th,D,203 CHOB,(202) 225-4465,Gottheimer,Josh,Gottheimer Josh,Financial Services,Intelligence,,
G,Texas 12th,R,2308 RHOB,(202) 225-5071,Granger,Kay,Granger Kay,Appropriations,,,
G,Louisiana 6th,R,2402 RHOB,(202) 225-3901,Graves,Garret,Graves Garret,Natural Resources,Transportation and Infrastructure,,
G,Missouri 6th,R,1135 LHOB,(202) 225-7041,Graves,Sam,Graves Sam,Armed Services,Transportation and Infrastructure,,
G,Texas 9th,D,2347 RHOB,(202) 225-7508,Green,Al,Green Al,Financial Services,,,
G,Tennessee 7th,R,2446 RHOB,(202) 225-2811,Green,Mark,Green Mark,Foreign Affairs,Homeland Security,,
G,Georgia 14th,R,403 CHOB,(202) 225-5211,Greene,Marjorie,Greene Marjorie,Oversight and Accountability,Homeland Security,Select Subcommittee on the Coronavirus Pandemic,
G,Virginia 9th,R,2202 RHOB,(202) 225-3861,Griffith,H.,Griffith H.,House Administration,Energy and Commerce,,
G,Arizona 7th,D,1203 LHOB,(202) 225-2435,Grijalva,Raul,Grijalva Raul,Education and the Workforce,Natural Resources,,
G,Wisconsin 6th,R,1511 LHOB,(202) 225-2476,Grothman,Glenn,Grothman Glenn,Budget,Education and the Workforce,Oversight and Accountability,
G,Mississippi 3rd,R,450 CHOB,(202) 225-5031,Guest,Michael,Guest Michael,Appropriations,Homeland Security,Ethics,
G,Kentucky 2nd,R,2434 RHOB,(202) 225-3501,Guthrie,Brett,Guthrie Brett,Energy and Commerce,,,
H,Wyoming At Large,R,1531 LHOB,(202) 225-2311,Hageman,Harriet,Hageman Harriet,Select Subcommittee on the Weaponization of the Fed Govt,Natural Resources,Judiciary,
H,California 9th,D,209 CHOB,(202) 225-4540,Harder,Josh,Harder Josh,Appropriations,,,
H,Maryland 1st,R,1536 LHOB,(202) 225-5311,Harris,Andy,Harris Andy,Appropriations,,,
H,Tennessee 1st,R,167 CHOB,(202) 225-6356,Harshbarger,Diana,Harshbarger Diana,Energy and Commerce,,,
H,Connecticut 5th,D,2458 RHOB,(202) 225-4476,Hayes,Jahana,Hayes Jahana,Agriculture,Education and the Workforce,,
H,Oklahoma 1st,R,1019 LHOB,(202) 225-2211,Hern,Kevin,Hern Kevin,Ways and Means,,,
H,New York 26th,,2269 RHOB,(202) 225-3306,Higgins,Brian- Vacancy,Higgins Brian- Vacancy,,,,
H,Louisiana 3rd,R,572 CHOB,(202) 225-2031,Higgins,Clay,Higgins Clay,Oversight and Accountability,Homeland Security,,
H,Arkansas 2nd,R,1533 LHOB,(202) 225-2506,Hill,J.,Hill J.,Financial Services,Foreign Affairs,Intelligence,
H,Connecticut 4th,D,2137 RHOB,(202) 225-5541,Himes,James,Himes James,Financial Services,Intelligence,,
H,Iowa 2nd,R,1717 LHOB,(202) 225-2911,Hinson,Ashley,Hinson Ashley,Appropriations,Select Comm on the Strategic Competition US and China,,
H,Nevada 4th,D,406 CHOB,(202) 225-9894,Horsford,Steven,Horsford Steven,Armed Services,Financial Services,,
H,Indiana 9th,R,1632 LHOB,(202) 225-5315,Houchin,Erin,Houchin Erin,Financial Services,Education and the Workforce,Rules,
H,Pennsylvania 6th,D,1727 LHOB,(202) 225-4315,Houlahan,Chrissy,Houlahan Chrissy,Armed Services,Intelligence,,
H,Maryland 5th,D,1705 LHOB,(202) 225-4131,Hoyer,Steny,Hoyer Steny,Appropriations,,,
H,Oregon 4th,D,1620 LHOB,(202) 225-6416,Hoyle,Val,Hoyle Val,Natural Resources,Transportation and Infrastructure,,
H,North Carolina 9th,R,2112 RHOB,(202) 225-3715,Hudson,Richard,Hudson Richard,Energy and Commerce,,,
H,California 2nd,D,2445 RHOB,(202) 225-5161,Huffman,Jared,Huffman Jared,Natural Resources,Transportation and Infrastructure,,
H,Michigan 4th,R,2232 RHOB,(202) 225-4401,Huizenga,Bill,Huizenga Bill,Financial Services,Foreign Affairs,,
H,Texas 38th,R,1520 LHOB,(202) 225-5646,Hunt,Wesley,Hunt Wesley,Natural Resources,Judiciary,Small Business,
I,California 48th,R,2108 RHOB,(202) 225-5672,Issa,Darrell,Issa Darrell,Foreign Affairs,Select Subcommittee on the Weaponization of the Fed Govt,Judiciary,"Science, Space, and Technology"
I,Maryland 4th,D,1529 LHOB,(202) 225-8699,Ivey,Glenn,Ivey Glenn,Homeland Security,Judiciary,Ethics,
J,North Carolina 14th,D,1318 LHOB,(202) 225-5634,Jackson,Jeff,Jackson Jeff,Armed Services,"Science, Space, and Technology",,
J,Illinois 1st,D,1641 LHOB,(202) 225-4372,Jackson,Jonathan,Jackson Jonathan,Agriculture,Foreign Affairs,,
J,Texas 13th,R,446 CHOB,(202) 225-3706,Jackson,Ronny,Jackson Ronny,Agriculture,Armed Services,Foreign Affairs,Select Subcommittee on the Coronavirus Pandemic
J,Texas 18th,D,2314 RHOB,(202) 225-3816,Jackson Lee,Sheila,Jackson Lee Sheila,Budget,Homeland Security,Judiciary,
J,California 51st,D,1314 LHOB,(202) 225-2040,Jacobs,Sara,Jacobs Sara,Armed Services,Foreign Affairs,,
J,Michigan 10th,R,1319 LHOB,(202) 225-4961,James,John,James John,Education and the Workforce,Foreign Affairs,Transportation and Infrastructure,
J,Washington 7th,D,2346 RHOB,(202) 225-3106,Jayapal,Pramila,Jayapal Pramila,Education and the Workforce,Judiciary,,
J,New York 8th,D,2433 RHOB,(202) 225-5936,Jeffries,Hakeem,Jeffries Hakeem,,,,
